chrom	start	end	num	list	/hpc/pmc_drost/PROJECTS/swang/CUT_RUN/nhung_test/peakCalling/SCC-ChIC-PMC-DRO-T1/narrow/SCC-ChIC-PMC-DRO-T1_paired_control_peaks.narrowPeak	/hpc/pmc_drost/PROJECTS/swang/CUT_RUN/nhung_test/peakCalling/SCC-ChIC-PMC-DRO-T5/narrow/SCC-ChIC-PMC-DRO-T5_paired_control_peaks.narrowPeak	/hpc/pmc_drost/PROJECTS/swang/CUT_RUN/nhung_test/peakCalling/bulkChIC-PMC-DRO-016/narrow/bulkChIC-PMC-DRO-016_paired_control_peaks.narrowPeak	/hpc/pmc_drost/PROJECTS/swang/CUT_RUN/nhung_test/peakCalling/SCC-bulkChIC-PMC-DRO-008/narrow/SCC-bulkChIC-PMC-DRO-008_paired_control_peaks.narrowPeak
chr18	53848347	53848688	1	4	0	0	0	1
chr18	53953927	53954239	1	4	0	0	0	1
chr18	54091273	54091567	1	4	0	0	0	1
chr18	54119962	54120235	1	4	0	0	0	1
chr18	54125787	54126109	1	4	0	0	0	1
chr18	54157826	54158223	1	4	0	0	0	1
chr18	54158223	54158540	2	3,4	0	0	1	1
chr18	54158540	54158815	1	4	0	0	0	1
chr18	54160605	54160934	1	4	0	0	0	1
chr18	54192799	54193155	1	4	0	0	0	1
chr18	54199604	54200015	1	4	0	0	0	1
chr18	54381568	54381915	1	3	0	0	1	0
chr18	54445318	54445655	1	4	0	0	0	1
chr18	54478781	54479156	1	4	0	0	0	1
chr18	54492125	54492203	1	4	0	0	0	1
chr18	54492203	54492780	2	3,4	0	0	1	1
chr18	54492780	54493086	1	4	0	0	0	1
chr18	54535778	54536063	1	4	0	0	0	1
chr18	54584616	54584896	1	4	0	0	0	1
chr18	54662716	54662979	1	3	0	0	1	0
chr18	54684789	54685026	1	4	0	0	0	1
chr18	54685026	54685236	2	1,4	1	0	0	1
chr18	54685236	54685446	1	4	0	0	0	1
chr18	54804530	54804763	1	1	1	0	0	0
chr18	54880612	54881393	1	4	0	0	0	1
chr18	54919717	54920001	1	4	0	0	0	1
chr18	54944778	54945157	1	4	0	0	0	1
chr18	54973560	54973997	1	4	0	0	0	1
chr18	55001643	55002033	1	4	0	0	0	1
chr18	55011955	55012023	1	4	0	0	0	1
chr18	55012023	55012276	2	3,4	0	0	1	1
chr18	55012276	55012775	1	4	0	0	0	1
chr18	55037391	55037670	1	4	0	0	0	1
chr18	55039545	55040058	1	4	0	0	0	1
chr18	55231454	55231885	1	4	0	0	0	1
chr18	55256599	55256928	1	4	0	0	0	1
chr18	55371894	55372422	1	4	0	0	0	1
chr18	55483122	55483452	1	4	0	0	0	1
chr18	55505908	55506609	1	4	0	0	0	1
chr18	55783676	55783992	1	4	0	0	0	1
chr18	55833383	55833796	1	4	0	0	0	1
chr18	55905958	55906249	1	4	0	0	0	1
chr18	56017305	56017686	1	4	0	0	0	1
chr18	56048973	56049626	1	4	0	0	0	1
chr18	56049626	56049885	2	3,4	0	0	1	1
chr18	56049885	56049894	1	3	0	0	1	0
chr18	56104061	56104357	1	4	0	0	0	1
chr18	56150007	56150642	1	4	0	0	0	1
chr18	56340195	56340469	1	4	0	0	0	1
chr18	56363877	56364373	1	4	0	0	0	1
chr18	56403936	56404354	1	4	0	0	0	1
chr18	56426794	56427200	1	3	0	0	1	0
chr18	56431460	56432041	1	4	0	0	0	1
chr18	56439513	56439796	1	3	0	0	1	0
chr18	56734916	56735480	1	3	0	0	1	0
chr18	56740049	56740345	1	4	0	0	0	1
chr18	56766111	56767016	1	4	0	0	0	1
chr18	56815626	56816218	1	3	0	0	1	0
chr18	56824128	56824433	1	4	0	0	0	1
chr18	56873729	56874259	1	4	0	0	0	1
chr18	57055865	57056141	1	4	0	0	0	1
chr18	57513444	57513788	1	4	0	0	0	1
chr18	57532855	57533136	1	3	0	0	1	0
chr18	57581239	57581584	1	4	0	0	0	1
chr18	57712223	57713074	1	4	0	0	0	1
chr18	57812997	57813710	1	4	0	0	0	1
chr18	57819922	57820436	1	4	0	0	0	1
chr18	57895253	57895543	1	4	0	0	0	1
chr18	57956526	57957102	1	4	0	0	0	1
chr18	57959171	57960035	1	4	0	0	0	1
chr18	58105358	58105669	1	4	0	0	0	1
chr18	58128560	58129372	1	4	0	0	0	1
chr18	58186433	58187295	1	4	0	0	0	1
chr18	58213773	58214481	1	4	0	0	0	1
chr18	58314541	58314840	1	4	0	0	0	1
chr18	58315569	58316200	1	4	0	0	0	1
chr18	58320958	58321223	1	3	0	0	1	0
chr18	58342546	58342883	1	4	0	0	0	1
chr18	58350724	58351024	1	4	0	0	0	1
chr18	58464166	58464445	1	4	0	0	0	1
chr18	58512505	58512780	1	4	0	0	0	1
chr18	58515383	58515640	1	3	0	0	1	0
chr18	58541055	58541828	1	4	0	0	0	1
chr18	58590328	58590687	1	4	0	0	0	1
chr18	58595211	58595463	1	3	0	0	1	0
chr18	58603245	58603552	1	4	0	0	0	1
chr18	58641196	58641768	1	4	0	0	0	1
chr18	58785255	58785583	1	4	0	0	0	1
chr18	58870277	58870685	1	4	0	0	0	1
chr18	58912739	58913345	1	3	0	0	1	0
chr18	58913794	58914224	1	4	0	0	0	1
chr18	59013459	59013925	1	4	0	0	0	1
chr18	59038229	59038484	1	3	0	0	1	0
chr18	59079693	59080047	1	4	0	0	0	1
chr18	59087221	59087502	1	4	0	0	0	1
chr18	59155107	59155787	1	4	0	0	0	1
chr18	59380473	59380775	1	4	0	0	0	1
chr18	59411667	59412490	1	4	0	0	0	1
chr18	59417015	59417309	1	4	0	0	0	1
chr18	59444101	59444522	1	4	0	0	0	1
chr18	59651265	59651591	1	4	0	0	0	1
chr18	59715757	59716423	1	4	0	0	0	1
chr18	59753196	59753559	1	4	0	0	0	1
chr18	59791280	59791544	1	3	0	0	1	0
chr18	59844113	59844548	1	4	0	0	0	1
chr18	59904787	59905272	1	4	0	0	0	1
chr18	59923301	59923788	1	4	0	0	0	1
chr18	60005159	60005436	1	4	0	0	0	1
chr18	60012219	60012558	1	4	0	0	0	1
chr18	60053609	60054182	1	4	0	0	0	1
chr18	60200894	60201273	1	4	0	0	0	1
chr18	60272747	60273111	1	4	0	0	0	1
chr18	60291467	60291758	1	3	0	0	1	0
chr18	60458026	60458535	1	4	0	0	0	1
chr18	60554564	60554872	1	4	0	0	0	1
chr18	60601283	60601525	1	2	0	1	0	0
chr18	60680455	60680903	1	4	0	0	0	1
chr18	60733570	60733866	1	4	0	0	0	1
chr18	60802502	60802848	1	4	0	0	0	1
chr18	60892824	60893109	1	4	0	0	0	1
chr18	60905941	60906290	1	3	0	0	1	0
chr18	60977858	60977913	1	4	0	0	0	1
chr18	60977913	60978474	2	3,4	0	0	1	1
chr18	60978474	60978881	1	4	0	0	0	1
chr18	60984401	60984754	1	4	0	0	0	1
chr18	61020691	61020949	1	3	0	0	1	0
chr18	61103005	61103337	1	3	0	0	1	0
chr18	61129062	61129565	1	4	0	0	0	1
chr18	61221937	61222320	1	4	0	0	0	1
chr18	61266440	61266716	1	4	0	0	0	1
chr18	61271096	61271466	1	4	0	0	0	1
chr18	61283440	61283719	1	4	0	0	0	1
chr18	61350452	61350727	1	4	0	0	0	1
chr18	61411604	61412099	1	4	0	0	0	1
chr18	61448350	61448916	1	4	0	0	0	1
chr18	61489469	61490084	1	4	0	0	0	1
chr18	61600278	61600703	1	4	0	0	0	1
chr18	61651378	61652083	1	4	0	0	0	1
chr18	61735375	61735913	1	4	0	0	0	1
chr18	61764508	61764850	1	4	0	0	0	1
chr18	61844473	61844763	1	4	0	0	0	1
chr18	62033231	62033514	1	4	0	0	0	1
chr18	62235950	62236201	1	2	0	1	0	0
chr18	62358668	62358999	1	3	0	0	1	0
chr18	62481114	62481403	1	4	0	0	0	1
chr18	62634834	62635152	1	4	0	0	0	1
chr18	62642043	62642348	1	4	0	0	0	1
chr18	62673233	62673558	1	4	0	0	0	1
chr18	62813754	62813952	1	2	0	1	0	0
chr18	62866922	62867203	1	4	0	0	0	1
chr18	62990437	62990885	1	4	0	0	0	1
chr18	63091739	63092024	1	4	0	0	0	1
chr18	63103009	63103373	1	4	0	0	0	1
chr18	63126929	63127210	1	4	0	0	0	1
chr18	63161696	63162108	1	4	0	0	0	1
chr18	63229634	63230361	1	4	0	0	0	1
chr18	63234712	63235016	1	4	0	0	0	1
chr18	63237930	63238606	1	4	0	0	0	1
chr18	63289226	63289549	1	4	0	0	0	1
chr18	63306744	63307271	1	4	0	0	0	1
chr18	63336282	63336481	1	4	0	0	0	1
chr18	63336481	63336686	2	2,4	0	1	0	1
chr18	63336686	63336708	1	4	0	0	0	1
chr18	63538354	63538661	1	4	0	0	0	1
chr18	63558335	63558622	1	4	0	0	0	1
chr18	63676148	63676456	1	4	0	0	0	1
chr18	63708282	63708559	1	4	0	0	0	1
chr18	63753987	63754266	1	4	0	0	0	1
chr18	63817422	63817732	1	4	0	0	0	1
chr18	63881500	63881808	1	3	0	0	1	0
chr18	63908482	63908828	1	4	0	0	0	1
chr18	64083139	64083533	1	4	0	0	0	1
chr18	64125352	64125762	1	4	0	0	0	1
chr18	64134088	64134629	1	4	0	0	0	1
chr18	64188265	64188755	1	4	0	0	0	1
chr18	64212729	64213264	1	4	0	0	0	1
chr18	64247732	64248020	1	4	0	0	0	1
chr18	64254591	64254887	1	3	0	0	1	0
chr18	64282329	64282592	1	3	0	0	1	0
chr18	64306470	64306801	1	3	0	0	1	0
chr18	64350534	64350842	1	4	0	0	0	1
chr18	64377986	64378013	1	4	0	0	0	1
chr18	64378013	64378500	2	3,4	0	0	1	1
chr18	64378500	64378827	1	4	0	0	0	1
chr18	64379770	64380076	1	4	0	0	0	1
chr18	64434204	64434480	1	4	0	0	0	1
chr18	64466677	64467055	1	4	0	0	0	1
chr18	64527000	64527277	1	3	0	0	1	0
chr18	64542475	64542754	1	4	0	0	0	1
chr18	64554556	64554853	1	3	0	0	1	0
chr18	64580043	64580420	1	4	0	0	0	1
chr18	64810997	64811249	1	3	0	0	1	0
chr18	64868645	64869036	1	4	0	0	0	1
chr18	64999590	64999882	1	4	0	0	0	1
chr18	65060242	65060592	1	4	0	0	0	1
chr18	65188429	65188836	1	4	0	0	0	1
chr18	65197570	65197838	1	3	0	0	1	0
chr18	65214039	65214292	1	3	0	0	1	0
chr18	65412197	65412474	1	4	0	0	0	1
chr18	65423458	65423779	1	3	0	0	1	0
chr18	65442332	65442706	1	4	0	0	0	1
chr18	65485416	65485764	1	4	0	0	0	1
chr18	65560401	65560845	1	4	0	0	0	1
chr18	65585831	65586142	1	4	0	0	0	1
chr18	65631872	65632213	1	4	0	0	0	1
chr18	65659493	65659786	1	4	0	0	0	1
chr18	65690354	65690748	1	4	0	0	0	1
chr18	65692145	65692492	1	3	0	0	1	0
chr18	65703163	65703432	1	3	0	0	1	0
chr18	65871131	65871427	1	4	0	0	0	1
chr18	65966371	65966812	1	4	0	0	0	1
chr18	66111262	66111581	1	4	0	0	0	1
chr18	66113707	66114006	1	3	0	0	1	0
chr18	66201292	66201543	1	3	0	0	1	0
chr18	66323175	66323575	1	4	0	0	0	1
chr18	66420956	66421247	1	4	0	0	0	1
chr18	66455676	66456044	1	3	0	0	1	0
chr18	66456421	66456841	1	4	0	0	0	1
chr18	66537968	66538247	1	4	0	0	0	1
chr18	66676866	66677129	1	3	0	0	1	0
chr18	66741562	66741858	1	4	0	0	0	1
chr18	66745626	66745987	1	3	0	0	1	0
chr18	66908253	66908512	1	3	0	0	1	0
chr18	66925497	66925817	1	4	0	0	0	1
chr18	66945489	66945770	1	3	0	0	1	0
chr18	66957436	66957713	1	4	0	0	0	1
chr18	67010757	67011109	1	4	0	0	0	1
chr18	67061243	67061591	1	4	0	0	0	1
chr18	67104771	67105343	1	4	0	0	0	1
chr18	67178573	67178941	1	4	0	0	0	1
chr18	67235573	67235846	1	4	0	0	0	1
chr18	67308889	67309177	1	4	0	0	0	1
chr18	67360081	67360752	1	4	0	0	0	1
chr18	67369158	67369467	1	3	0	0	1	0
chr18	67397225	67397694	1	4	0	0	0	1
chr18	67530079	67530370	1	3	0	0	1	0
chr18	67600004	67600284	1	4	0	0	0	1
chr18	67619196	67619533	1	4	0	0	0	1
chr18	67694196	67694584	1	4	0	0	0	1
chr18	67699543	67699799	1	3	0	0	1	0
chr18	67743914	67744290	1	4	0	0	0	1
chr18	67824805	67825442	1	4	0	0	0	1
chr18	67850930	67851183	1	3	0	0	1	0
chr18	67878320	67878617	1	4	0	0	0	1
chr18	67880610	67880891	1	4	0	0	0	1
chr18	68001924	68002194	1	3	0	0	1	0
chr18	68003577	68003877	1	3	0	0	1	0
chr18	68047396	68047765	1	4	0	0	0	1
chr18	68103399	68103695	1	3	0	0	1	0
chr18	68122625	68122879	1	3	0	0	1	0
chr18	68149646	68150009	1	3	0	0	1	0
chr18	68428307	68428824	1	4	0	0	0	1
chr18	68448640	68448923	1	4	0	0	0	1
chr18	68735618	68736124	1	4	0	0	0	1
chr18	68869735	68870004	1	3	0	0	1	0
chr18	68872716	68873044	1	4	0	0	0	1
chr18	68940492	68941340	1	4	0	0	0	1
chr18	68968711	68968992	1	3	0	0	1	0
chr18	69002794	69003188	1	4	0	0	0	1
chr18	69063971	69064170	1	1	1	0	0	0
chr18	69135404	69135408	1	3	0	0	1	0
chr18	69135408	69135740	2	3,4	0	0	1	1
chr18	69135740	69135741	1	4	0	0	0	1
chr18	69267461	69267681	1	2	0	1	0	0
chr18	69286616	69286930	1	3	0	0	1	0
chr18	69363141	69363403	1	3	0	0	1	0
chr18	69417216	69417528	1	4	0	0	0	1
chr18	69549514	69549768	1	3	0	0	1	0
chr18	69600591	69600930	1	4	0	0	0	1
chr18	69654670	69655052	1	3	0	0	1	0
chr18	69855168	69855744	1	4	0	0	0	1
chr18	69926259	69926512	1	3	0	0	1	0
chr18	69932268	69932694	1	3	0	0	1	0
chr18	69982322	69982648	1	4	0	0	0	1
chr18	70035171	70035563	1	3	0	0	1	0
chr18	70062404	70062746	1	4	0	0	0	1
chr18	70234491	70235058	1	4	0	0	0	1
chr18	70322975	70323557	1	4	0	0	0	1
chr18	70337104	70337629	1	4	0	0	0	1
chr18	70366481	70366759	1	3	0	0	1	0
chr18	70454709	70455114	1	4	0	0	0	1
chr18	70511295	70511649	1	3	0	0	1	0
chr18	70564875	70565159	1	4	0	0	0	1
chr18	70639310	70639656	1	4	0	0	0	1
chr18	70655426	70655731	1	3	0	0	1	0
chr18	70666437	70666786	1	4	0	0	0	1
chr18	70781818	70782314	1	4	0	0	0	1
chr18	70807847	70808112	1	3	0	0	1	0
chr18	70875515	70875828	1	4	0	0	0	1
chr18	70964897	70965292	1	3	0	0	1	0
chr18	71027275	71027680	1	4	0	0	0	1
chr18	71045295	71045615	1	4	0	0	0	1
chr18	71087059	71087318	1	3	0	0	1	0
chr18	71118620	71118980	1	4	0	0	0	1
chr18	71178103	71178431	1	4	0	0	0	1
chr18	71471720	71472825	1	4	0	0	0	1
chr18	71529518	71529824	1	4	0	0	0	1
chr18	71578966	71579645	1	4	0	0	0	1
chr18	71928636	71928939	1	4	0	0	0	1
chr18	71973295	71973575	1	4	0	0	0	1
chr18	72021184	72021486	1	3	0	0	1	0
chr18	72145763	72146066	1	4	0	0	0	1
chr18	72216561	72216920	1	4	0	0	0	1
chr18	72260608	72260881	1	4	0	0	0	1
chr18	72288261	72288583	1	4	0	0	0	1
chr18	72525284	72525681	1	4	0	0	0	1
chr18	72574520	72574869	1	3	0	0	1	0
chr18	72629190	72629658	1	4	0	0	0	1
chr18	72749658	72749930	1	4	0	0	0	1
chr18	72771219	72771546	1	4	0	0	0	1
chr18	72974524	72974776	1	3	0	0	1	0
chr18	73148622	73148890	1	2	0	1	0	0
chr18	73227507	73227782	1	4	0	0	0	1
chr18	73253591	73253946	1	4	0	0	0	1
chr18	73413875	73414361	1	4	0	0	0	1
chr18	73479875	73480219	1	4	0	0	0	1
chr18	73490294	73490569	1	4	0	0	0	1
chr18	73652040	73652354	1	4	0	0	0	1
chr18	73671971	73672028	1	4	0	0	0	1
chr18	73672028	73672263	2	3,4	0	0	1	1
chr18	73672263	73672319	1	3	0	0	1	0
chr18	73888081	73888345	1	3	0	0	1	0
chr18	73939714	73940039	1	4	0	0	0	1
chr18	73957690	73958013	1	4	0	0	0	1
chr18	74074263	74074616	1	4	0	0	0	1
chr18	74113875	74114142	1	3	0	0	1	0
chr18	74165252	74165565	1	4	0	0	0	1
chr18	74184777	74185310	1	4	0	0	0	1
chr18	74233601	74233873	1	4	0	0	0	1
chr18	74255252	74255992	1	4	0	0	0	1
chr18	74375841	74376263	1	4	0	0	0	1
chr18	74526432	74527006	1	4	0	0	0	1
chr18	74534882	74535415	1	4	0	0	0	1
chr18	74654946	74655234	1	4	0	0	0	1
chr18	74669383	74669695	1	4	0	0	0	1
chr18	74709031	74709325	1	4	0	0	0	1
chr18	74729492	74729780	1	4	0	0	0	1
chr18	74776584	74776900	1	4	0	0	0	1
chr18	74836267	74836582	1	4	0	0	0	1
chr18	74852013	74852679	1	4	0	0	0	1
chr18	74925628	74925909	1	3	0	0	1	0
chr18	75030185	75030473	1	4	0	0	0	1
chr18	75126197	75126505	1	4	0	0	0	1
chr18	75172803	75173136	1	3	0	0	1	0
chr18	75305624	75305923	1	3	0	0	1	0
chr18	75509736	75510066	1	4	0	0	0	1
chr18	75525764	75526019	1	3	0	0	1	0
chr18	75595986	75596302	1	4	0	0	0	1
chr18	75749419	75749783	1	4	0	0	0	1
chr18	76015658	76016012	1	4	0	0	0	1
chr18	76097832	76098158	1	3	0	0	1	0
chr18	76269805	76270111	1	4	0	0	0	1
chr18	76650203	76650559	1	4	0	0	0	1
chr18	76950679	76950984	1	3	0	0	1	0
chr18	76953077	76953670	1	4	0	0	0	1
chr18	76983037	76983395	1	4	0	0	0	1
chr18	76991063	76991390	1	3	0	0	1	0
chr18	77054773	77055061	1	4	0	0	0	1
chr18	77077839	77078602	1	4	0	0	0	1
chr18	77086992	77087409	1	4	0	0	0	1
chr18	77088736	77089776	1	4	0	0	0	1
chr18	77091783	77092078	1	4	0	0	0	1
chr18	77101248	77102126	1	4	0	0	0	1
chr18	77114374	77114748	1	4	0	0	0	1
chr18	77129025	77129329	1	4	0	0	0	1
chr18	77207224	77207634	1	4	0	0	0	1
chr18	77322771	77323024	1	3	0	0	1	0
chr18	77476846	77477135	1	4	0	0	0	1
chr18	77504957	77505270	1	4	0	0	0	1
chr18	77559166	77559427	1	3	0	0	1	0
chr18	77645372	77645739	1	3	0	0	1	0
chr18	77735510	77735880	1	4	0	0	0	1
chr18	77739689	77739984	1	4	0	0	0	1
chr18	77811478	77812191	1	4	0	0	0	1
chr18	77818428	77818794	1	4	0	0	0	1
chr18	77844148	77844667	1	4	0	0	0	1
chr18	78040709	78041013	1	3	0	0	1	0
chr18	78158268	78158670	1	4	0	0	0	1
chr18	78249041	78249348	1	4	0	0	0	1
chr18	78466192	78466565	1	4	0	0	0	1
chr18	78606896	78607214	1	4	0	0	0	1
chr18	78787715	78787996	1	4	0	0	0	1
chr18	78884937	78884992	1	4	0	0	0	1
chr18	78884992	78885248	2	3,4	0	0	1	1
chr18	78885248	78885309	1	4	0	0	0	1
chr18	78893148	78894292	1	4	0	0	0	1
chr18	78999880	79000428	1	4	0	0	0	1
chr18	79003778	79004140	1	3	0	0	1	0
chr18	79156396	79156522	1	4	0	0	0	1
chr18	79156522	79156849	2	3,4	0	0	1	1
chr18	79156849	79157217	1	4	0	0	0	1
chr18	79157762	79158135	1	4	0	0	0	1
chr18	79191524	79191785	1	3	0	0	1	0
chr18	79197137	79197422	1	4	0	0	0	1
chr18	79203353	79203696	1	4	0	0	0	1
chr18	79219035	79219289	1	3	0	0	1	0
chr18	79485024	79485358	1	4	0	0	0	1
chr18	79559749	79560031	1	3	0	0	1	0
chr18	79765852	79766103	1	3	0	0	1	0
chr18	79973247	79973526	1	4	0	0	0	1
chr18	80076502	80076757	1	3	0	0	1	0
chr19	315615	315930	1	4	0	0	0	1
chr19	680736	681030	1	4	0	0	0	1
chr19	869559	869844	1	4	0	0	0	1
chr19	883577	884257	1	4	0	0	0	1
chr19	956271	956568	1	4	0	0	0	1
chr19	1181550	1182146	1	4	0	0	0	1
chr19	1371103	1371417	1	4	0	0	0	1
chr19	1507863	1508156	1	4	0	0	0	1
chr19	1897641	1898065	1	4	0	0	0	1
chr19	1904474	1904479	1	4	0	0	0	1
chr19	1904479	1904715	2	1,4	1	0	0	1
chr19	1904715	1905200	1	4	0	0	0	1
chr19	2168917	2169346	1	4	0	0	0	1
chr19	2345953	2346257	1	4	0	0	0	1
chr19	2543464	2543880	1	4	0	0	0	1
chr19	2627329	2628238	1	4	0	0	0	1
chr19	2950825	2951167	1	4	0	0	0	1
chr19	2968228	2968623	1	4	0	0	0	1
chr19	3013206	3013539	1	4	0	0	0	1
chr19	3068063	3068538	1	4	0	0	0	1
chr19	3073035	3073451	1	4	0	0	0	1
chr19	3171838	3172191	1	4	0	0	0	1
chr19	3450687	3451342	1	4	0	0	0	1
chr19	3656945	3657272	1	4	0	0	0	1
chr19	4130807	4131167	1	4	0	0	0	1
chr19	4457869	4458157	1	4	0	0	0	1
chr19	4471649	4471898	1	4	0	0	0	1
chr19	4471898	4472117	2	1,4	1	0	0	1
chr19	4472117	4472120	1	4	0	0	0	1
chr19	4492335	4492654	1	4	0	0	0	1
chr19	4607341	4607658	1	4	0	0	0	1
chr19	4713226	4713683	1	4	0	0	0	1
chr19	4733647	4733940	1	4	0	0	0	1
chr19	4791046	4791507	1	4	0	0	0	1
chr19	4860966	4861270	1	4	0	0	0	1
chr19	4879328	4879628	1	4	0	0	0	1
chr19	4959350	4959749	1	4	0	0	0	1
chr19	4968506	4968778	1	4	0	0	0	1
chr19	4993548	4993881	1	4	0	0	0	1
chr19	5454289	5454603	1	3	0	0	1	0
chr19	5666139	5666561	1	4	0	0	0	1
chr19	5680672	5680944	1	4	0	0	0	1
chr19	5720238	5720714	1	4	0	0	0	1
chr19	5790420	5791391	1	4	0	0	0	1
chr19	6066969	6067273	1	4	0	0	0	1
chr19	6092654	6093063	1	4	0	0	0	1
chr19	6216725	6217322	1	4	0	0	0	1
chr19	6236597	6237017	1	4	0	0	0	1
chr19	6239722	6240058	1	4	0	0	0	1
chr19	6253599	6253950	1	4	0	0	0	1
chr19	6304677	6305180	1	4	0	0	0	1
chr19	6352899	6353218	1	4	0	0	0	1
chr19	6424933	6425557	1	4	0	0	0	1
chr19	6619369	6619655	1	4	0	0	0	1
chr19	6674974	6675332	1	4	0	0	0	1
chr19	6917096	6917417	1	4	0	0	0	1
chr19	7106720	7107332	1	4	0	0	0	1
chr19	7254414	7254751	1	4	0	0	0	1
chr19	7257186	7257728	1	4	0	0	0	1
chr19	7422086	7422494	1	4	0	0	0	1
chr19	7792547	7792819	1	4	0	0	0	1
chr19	7943801	7944240	1	4	0	0	0	1
chr19	7961920	7962652	1	4	0	0	0	1
chr19	7977956	7978241	1	4	0	0	0	1
chr19	8088814	8089117	1	4	0	0	0	1
chr19	8155030	8155431	1	4	0	0	0	1
chr19	8174689	8175036	1	4	0	0	0	1
chr19	8211956	8212251	1	4	0	0	0	1
chr19	8240033	8240775	1	4	0	0	0	1
chr19	8343393	8343761	1	4	0	0	0	1
chr19	8451828	8452525	1	4	0	0	0	1
chr19	8461711	8462018	1	4	0	0	0	1
chr19	8641941	8642381	1	4	0	0	0	1
chr19	8902625	8902916	1	3	0	0	1	0
chr19	8943935	8944232	1	4	0	0	0	1
chr19	9032213	9032534	1	4	0	0	0	1
chr19	9050445	9050935	1	4	0	0	0	1
chr19	9130637	9130911	1	3	0	0	1	0
chr19	9228435	9228716	1	4	0	0	0	1
chr19	9395452	9395758	1	4	0	0	0	1
chr19	10028840	10029237	1	4	0	0	0	1
chr19	10316033	10316309	1	4	0	0	0	1
chr19	10451746	10452029	1	4	0	0	0	1
chr19	10695562	10695934	1	4	0	0	0	1
chr19	10748689	10749257	1	4	0	0	0	1
chr19	10766639	10767168	1	4	0	0	0	1
chr19	10879321	10879599	1	4	0	0	0	1
chr19	11142750	11143714	1	4	0	0	0	1
chr19	11168602	11168883	1	4	0	0	0	1
chr19	11256463	11256809	1	4	0	0	0	1
chr19	11318999	11319685	1	4	0	0	0	1
chr19	11465132	11465443	1	4	0	0	0	1
chr19	12260707	12261000	1	3	0	0	1	0
chr19	12774952	12775230	1	4	0	0	0	1
chr19	12825699	12825981	1	4	0	0	0	1
chr19	12847359	12847677	1	4	0	0	0	1
chr19	13037211	13037816	1	4	0	0	0	1
chr19	13260805	13261560	1	4	0	0	0	1
chr19	13396507	13396885	1	4	0	0	0	1
chr19	13398796	13399218	1	4	0	0	0	1
chr19	13621264	13621803	1	4	0	0	0	1
chr19	13629500	13630089	1	4	0	0	0	1
chr19	13774023	13774341	1	4	0	0	0	1
chr19	13850940	13851258	1	4	0	0	0	1
chr19	13851539	13851891	1	4	0	0	0	1
chr19	13879996	13880523	1	4	0	0	0	1
chr19	13952006	13952314	1	4	0	0	0	1
chr19	14271845	14272368	1	4	0	0	0	1
chr19	14319087	14319363	1	4	0	0	0	1
chr19	14419485	14419776	1	4	0	0	0	1
chr19	14476570	14476884	1	4	0	0	0	1
chr19	14496468	14496973	1	4	0	0	0	1
chr19	14529166	14529484	1	4	0	0	0	1
chr19	14594453	14594801	1	4	0	0	0	1
chr19	14826205	14826674	1	4	0	0	0	1
chr19	14830531	14831491	1	4	0	0	0	1
chr19	14915029	14915366	1	4	0	0	0	1
chr19	15045345	15045417	1	3	0	0	1	0
chr19	15045417	15045606	2	3,4	0	0	1	1
chr19	15045606	15045718	1	4	0	0	0	1
chr19	15050643	15051067	1	3	0	0	1	0
chr19	15072948	15073250	1	4	0	0	0	1
chr19	15288491	15288770	1	4	0	0	0	1
chr19	15302052	15302409	1	4	0	0	0	1
chr19	15315215	15315564	1	4	0	0	0	1
chr19	15624124	15624412	1	1	1	0	0	0
chr19	15757839	15758180	1	4	0	0	0	1
chr19	15837139	15837504	1	4	0	0	0	1
chr19	16069007	16069289	1	4	0	0	0	1
chr19	16296942	16296959	1	4	0	0	0	1
chr19	16296959	16297223	2	3,4	0	0	1	1
chr19	16297223	16297224	1	4	0	0	0	1
chr19	16342549	16342832	1	4	0	0	0	1
chr19	16447143	16447479	1	4	0	0	0	1
chr19	16684494	16684813	1	4	0	0	0	1
chr19	16823045	16823553	1	4	0	0	0	1
chr19	16847919	16848237	1	4	0	0	0	1
chr19	17014435	17014761	1	4	0	0	0	1
chr19	17135420	17135692	1	4	0	0	0	1
chr19	17642347	17642625	1	4	0	0	0	1
chr19	18093423	18093897	1	4	0	0	0	1
chr19	18247833	18248198	1	4	0	0	0	1
chr19	18365029	18365370	1	4	0	0	0	1
chr19	18374356	18374687	1	4	0	0	0	1
chr19	18374687	18374699	2	2,4	0	1	0	1
chr19	18374699	18374906	3	2,3,4	0	1	1	1
chr19	18374906	18375041	2	3,4	0	0	1	1
chr19	18375041	18375178	1	4	0	0	0	1
chr19	18407898	18408438	1	4	0	0	0	1
chr19	18461517	18461955	1	4	0	0	0	1
chr19	18522187	18522718	1	4	0	0	0	1
chr19	18571337	18571710	1	4	0	0	0	1
chr19	18737986	18738454	1	4	0	0	0	1
chr19	18787542	18787821	1	4	0	0	0	1
chr19	18967499	18968334	1	4	0	0	0	1
chr19	19342853	19343158	1	4	0	0	0	1
chr19	19360987	19361072	1	4	0	0	0	1
chr19	19361072	19361271	2	1,4	1	0	0	1
chr19	19361271	19361601	1	4	0	0	0	1
chr19	19377588	19378281	1	4	0	0	0	1
chr19	19394798	19395083	1	4	0	0	0	1
chr19	19433506	19433810	1	4	0	0	0	1
chr19	19464281	19464602	1	4	0	0	0	1
