chrom	start	end	num	list	/hpc/pmc_drost/PROJECTS/swang/CUT_RUN/nhung_test/peakCalling/SCC-ChIC-PMC-DRO-L1/narrow/SCC-ChIC-PMC-DRO-L1_paired_control_peaks.narrowPeak	/hpc/pmc_drost/PROJECTS/swang/CUT_RUN/nhung_test/peakCalling/SCC-ChIC-PMC-DRO-L5/narrow/SCC-ChIC-PMC-DRO-L5_paired_control_peaks.narrowPeak	/hpc/pmc_drost/PROJECTS/swang/CUT_RUN/nhung_test/peakCalling/bulkChIC-PMC-DRO-014/narrow/bulkChIC-PMC-DRO-014_paired_control_peaks.narrowPeak	/hpc/pmc_drost/PROJECTS/swang/CUT_RUN/nhung_test/peakCalling/SCC-bulkChIC-PMC-DRO-005/narrow/SCC-bulkChIC-PMC-DRO-005_paired_control_peaks.narrowPeak
chr20	18850103	18850412	1	4	0	0	0	1
chr20	18860592	18860862	1	4	0	0	0	1
chr20	19863684	19863940	1	4	0	0	0	1
chr20	19968266	19968639	1	3	0	0	1	0
chr20	20038157	20038519	1	4	0	0	0	1
chr20	20078255	20078509	1	4	0	0	0	1
chr20	20307087	20307407	1	4	0	0	0	1
chr20	20344774	20345125	1	4	0	0	0	1
chr20	20586437	20586764	1	4	0	0	0	1
chr20	20638666	20638932	1	3	0	0	1	0
chr20	20937264	20937528	1	3	0	0	1	0
chr20	21272147	21272445	1	4	0	0	0	1
chr20	21337074	21337382	1	4	0	0	0	1
chr20	21436189	21436496	1	4	0	0	0	1
chr20	21662416	21662710	1	4	0	0	0	1
chr20	21728457	21728725	1	3	0	0	1	0
chr20	21999483	21999768	1	4	0	0	0	1
chr20	22390190	22390842	1	4	0	0	0	1
chr20	22490676	22490769	1	4	0	0	0	1
chr20	22490769	22491303	2	3,4	0	0	1	1
chr20	22491303	22491380	1	4	0	0	0	1
chr20	22642689	22642975	1	3	0	0	1	0
chr20	22706917	22707172	1	4	0	0	0	1
chr20	22714226	22714496	1	3	0	0	1	0
chr20	22902512	22902837	1	4	0	0	0	1
chr20	23143337	23143639	1	4	0	0	0	1
chr20	23188181	23188489	1	4	0	0	0	1
chr20	23556170	23556477	1	4	0	0	0	1
chr20	23779186	23779475	1	3	0	0	1	0
chr20	24121159	24121406	1	4	0	0	0	1
chr20	24123408	24123722	1	3	0	0	1	0
chr20	24129795	24130278	1	4	0	0	0	1
chr20	24172800	24173274	1	4	0	0	0	1
chr20	24194514	24194807	1	4	0	0	0	1
chr20	24249954	24250606	1	4	0	0	0	1
chr20	24274176	24274459	1	4	0	0	0	1
chr20	24689571	24689852	1	4	0	0	0	1
chr20	24755774	24756036	1	4	0	0	0	1
chr20	25000073	25000162	1	4	0	0	0	1
chr20	25000162	25000686	2	3,4	0	0	1	1
chr20	25000686	25000687	1	4	0	0	0	1
chr20	25017154	25017838	1	4	0	0	0	1
chr20	25235018	25235286	1	4	0	0	0	1
chr20	25310484	25310778	1	4	0	0	0	1
chr20	25329560	25329849	1	4	0	0	0	1
chr20	28495213	28495719	1	3	0	0	1	0
chr20	28889875	28890156	1	4	0	0	0	1
chr20	31053981	31054258	1	4	0	0	0	1
chr20	31068141	31068328	1	4	0	0	0	1
chr20	31068328	31068617	2	3,4	0	0	1	1
chr20	31068617	31068646	1	3	0	0	1	0
chr20	31164693	31165276	1	4	0	0	0	1
chr20	31176802	31177200	1	4	0	0	0	1
chr20	31181444	31182020	1	4	0	0	0	1
chr20	31182722	31183145	1	4	0	0	0	1
chr20	31183896	31184192	1	3	0	0	1	0
chr20	31239684	31239949	1	4	0	0	0	1
chr20	31242206	31242645	1	4	0	0	0	1
chr20	31245017	31245302	1	4	0	0	0	1
chr20	31272996	31273300	1	3	0	0	1	0
chr20	31277131	31277387	1	4	0	0	0	1
chr20	31288510	31288790	1	4	0	0	0	1
chr20	31323866	31324284	1	4	0	0	0	1
chr20	31359030	31359305	1	4	0	0	0	1
chr20	31389973	31390244	1	4	0	0	0	1
chr20	31430105	31430424	1	4	0	0	0	1
chr20	31495259	31495628	1	4	0	0	0	1
chr20	31532630	31532890	1	4	0	0	0	1
chr20	31593407	31593675	1	4	0	0	0	1
chr20	31849354	31849602	1	4	0	0	0	1
chr20	32168437	32168740	1	4	0	0	0	1
chr20	32169537	32169823	1	3	0	0	1	0
chr20	33138867	33139079	1	2	0	1	0	0
chr20	33489485	33489842	1	4	0	0	0	1
chr20	33517940	33518437	1	4	0	0	0	1
chr20	33524141	33524291	1	4	0	0	0	1
chr20	33524291	33524651	2	3,4	0	0	1	1
chr20	33524651	33524687	1	4	0	0	0	1
chr20	33610861	33611116	1	4	0	0	0	1
chr20	34065007	34065354	1	4	0	0	0	1
chr20	34089910	34090216	1	4	0	0	0	1
chr20	34476492	34476893	1	4	0	0	0	1
chr20	34597987	34598284	1	4	0	0	0	1
chr20	35305546	35305735	1	4	0	0	0	1
chr20	35305735	35306160	2	3,4	0	0	1	1
chr20	35306160	35306284	1	4	0	0	0	1
chr20	35318918	35319588	1	4	0	0	0	1
chr20	35339133	35339456	1	4	0	0	0	1
chr20	35901723	35902328	1	4	0	0	0	1
chr20	36017342	36017912	1	4	0	0	0	1
chr20	36454531	36454803	1	4	0	0	0	1
chr20	36670751	36671064	1	4	0	0	0	1
chr20	36792496	36792926	1	4	0	0	0	1
chr20	36882027	36882466	1	4	0	0	0	1
chr20	36919677	36920137	1	4	0	0	0	1
chr20	37071406	37072101	1	4	0	0	0	1
chr20	37151574	37152070	1	4	0	0	0	1
chr20	37463043	37463313	1	3	0	0	1	0
chr20	37475190	37475449	1	4	0	0	0	1
chr20	37541851	37542085	1	4	0	0	0	1
chr20	37542085	37542381	2	3,4	0	0	1	1
chr20	37542381	37542742	1	4	0	0	0	1
chr20	37810493	37810752	1	4	0	0	0	1
chr20	38094233	38094960	1	4	0	0	0	1
chr20	38186606	38186647	1	4	0	0	0	1
chr20	38186647	38186901	2	3,4	0	0	1	1
chr20	38186901	38186935	1	3	0	0	1	0
chr20	38226560	38226969	1	4	0	0	0	1
chr20	38264520	38264812	1	4	0	0	0	1
chr20	38878710	38879136	1	4	0	0	0	1
chr20	39103062	39103505	1	4	0	0	0	1
chr20	39217751	39218023	1	4	0	0	0	1
chr20	39383536	39384043	1	3	0	0	1	0
chr20	39531694	39531965	1	4	0	0	0	1
chr20	39704051	39704305	1	4	0	0	0	1
chr20	39711771	39712081	1	3	0	0	1	0
chr20	39906295	39906552	1	4	0	0	0	1
chr20	40074511	40074765	1	4	0	0	0	1
chr20	40212550	40212842	1	3	0	0	1	0
chr20	40279346	40279842	1	4	0	0	0	1
chr20	40489741	40490190	1	4	0	0	0	1
chr20	40506274	40507252	1	4	0	0	0	1
chr20	40564890	40565187	1	4	0	0	0	1
chr20	40565187	40565880	2	3,4	0	0	1	1
chr20	40565880	40565940	1	4	0	0	0	1
chr20	40727350	40727628	1	3	0	0	1	0
chr20	40784000	40784261	1	4	0	0	0	1
chr20	40841783	40842090	1	4	0	0	0	1
chr20	40933981	40934234	1	4	0	0	0	1
chr20	41046647	41047033	1	4	0	0	0	1
chr20	41182040	41182407	1	4	0	0	0	1
chr20	41222407	41222657	1	4	0	0	0	1
chr20	41262108	41262111	1	3	0	0	1	0
chr20	41262111	41262425	2	3,4	0	0	1	1
chr20	41262425	41262773	1	4	0	0	0	1
chr20	41267152	41267171	1	4	0	0	0	1
chr20	41267171	41267640	2	3,4	0	0	1	1
chr20	41267640	41267823	1	4	0	0	0	1
chr20	41308413	41308734	1	4	0	0	0	1
chr20	41329674	41329944	1	4	0	0	0	1
chr20	41636027	41636283	1	4	0	0	0	1
chr20	41686737	41686997	1	4	0	0	0	1
chr20	41778900	41779175	1	4	0	0	0	1
chr20	41784232	41784568	1	4	0	0	0	1
chr20	41824614	41824868	1	4	0	0	0	1
chr20	42191396	42191982	1	4	0	0	0	1
chr20	42228609	42228917	1	3	0	0	1	0
chr20	42280947	42281224	1	3	0	0	1	0
chr20	42429555	42429922	1	4	0	0	0	1
chr20	42461561	42461831	1	3	0	0	1	0
chr20	42687227	42687505	1	4	0	0	0	1
chr20	42857390	42857689	1	4	0	0	0	1
chr20	42990706	42991007	1	3	0	0	1	0
chr20	43109630	43109903	1	4	0	0	0	1
chr20	43834593	43834925	1	4	0	0	0	1
chr20	44082871	44083035	1	4	0	0	0	1
chr20	44083035	44083334	2	3,4	0	0	1	1
chr20	44083334	44083687	1	4	0	0	0	1
chr20	44360025	44360361	1	3	0	0	1	0
chr20	44495442	44495690	1	4	0	0	0	1
chr20	44692476	44693404	1	4	0	0	0	1
chr20	44720331	44720794	1	4	0	0	0	1
chr20	44766280	44766594	1	4	0	0	0	1
chr20	45025943	45026325	1	4	0	0	0	1
chr20	45041454	45041764	2	3,4	0	0	1	1
chr20	45041764	45042113	1	4	0	0	0	1
chr20	45128181	45128620	1	4	0	0	0	1
chr20	45288547	45288867	1	4	0	0	0	1
chr20	45496509	45496769	1	4	0	0	0	1
chr20	46071318	46071636	1	4	0	0	0	1
chr20	46288746	46289288	1	4	0	0	0	1
chr20	46298256	46298529	1	4	0	0	0	1
chr20	46621418	46621690	1	4	0	0	0	1
chr20	46755760	46756021	1	3	0	0	1	0
chr20	46775586	46775840	1	4	0	0	0	1
chr20	46823060	46823366	1	4	0	0	0	1
chr20	46971279	46971685	1	4	0	0	0	1
chr20	47025068	47025349	1	4	0	0	0	1
chr20	47124712	47124716	1	4	0	0	0	1
chr20	47124716	47124765	2	3,4	0	0	1	1
chr20	47124765	47124956	3	2,3,4	0	1	1	1
chr20	47124956	47124997	2	3,4	0	0	1	1
chr20	47124997	47125010	1	4	0	0	0	1
chr20	47146549	47146975	1	4	0	0	0	1
chr20	47150624	47151158	1	4	0	0	0	1
chr20	47158837	47159165	1	4	0	0	0	1
chr20	47181236	47181847	1	4	0	0	0	1
chr20	47200324	47200910	1	4	0	0	0	1
chr20	47258581	47259506	1	4	0	0	0	1
chr20	47389923	47390255	1	4	0	0	0	1
chr20	47392465	47392881	1	4	0	0	0	1
chr20	47432338	47432695	1	4	0	0	0	1
chr20	47432695	47433026	2	3,4	0	0	1	1
chr20	47433026	47433058	1	4	0	0	0	1
chr20	47438667	47438766	1	3	0	0	1	0
chr20	47438766	47438981	2	3,4	0	0	1	1
chr20	47438981	47439028	1	4	0	0	0	1
chr20	47450749	47451031	1	4	0	0	0	1
chr20	47452972	47453796	1	4	0	0	0	1
chr20	47466751	47466953	1	4	0	0	0	1
chr20	47466953	47467226	2	3,4	0	0	1	1
chr20	47467226	47467345	1	4	0	0	0	1
chr20	47583329	47583364	1	4	0	0	0	1
chr20	47583364	47583710	2	3,4	0	0	1	1
chr20	47583710	47583718	1	4	0	0	0	1
chr20	47622321	47622720	1	4	0	0	0	1
chr20	47817572	47818284	1	4	0	0	0	1
chr20	47847770	47848432	1	4	0	0	0	1
chr20	48012456	48012797	1	4	0	0	0	1
chr20	48054840	48055097	1	4	0	0	0	1
chr20	48133037	48133404	1	4	0	0	0	1
chr20	48283564	48283869	2	3,4	0	0	1	1
chr20	48283869	48283929	1	4	0	0	0	1
chr20	48558947	48559187	1	1	1	0	0	0
chr20	48562484	48563032	1	3	0	0	1	0
chr20	48682708	48683075	1	4	0	0	0	1
chr20	48697831	48698118	2	3,4	0	0	1	1
chr20	48698118	48698448	1	4	0	0	0	1
chr20	48760145	48760480	1	4	0	0	0	1
chr20	48869529	48869804	1	4	0	0	0	1
chr20	48880655	48880926	1	1	1	0	0	0
chr20	48900268	48900552	1	3	0	0	1	0
chr20	48921359	48921690	1	4	0	0	0	1
chr20	49548254	49548516	1	3	0	0	1	0
chr20	49595590	49595990	1	4	0	0	0	1
chr20	50247931	50248277	1	4	0	0	0	1
chr20	50377143	50377450	1	4	0	0	0	1
chr20	50440441	50440688	1	4	0	0	0	1
chr20	50624431	50625118	1	4	0	0	0	1
chr20	50645357	50646150	1	4	0	0	0	1
chr20	50662976	50663810	1	4	0	0	0	1
chr20	50724793	50725064	1	4	0	0	0	1
chr20	50728174	50728530	1	4	0	0	0	1
chr20	50761395	50761744	1	4	0	0	0	1
chr20	50916222	50916655	1	4	0	0	0	1
chr20	50982575	50983007	1	4	0	0	0	1
chr20	51041959	51042247	1	4	0	0	0	1
chr20	51258596	51259069	1	4	0	0	0	1
chr20	51311772	51312336	1	4	0	0	0	1
chr20	51403048	51403300	1	4	0	0	0	1
chr20	51550659	51551121	1	4	0	0	0	1
chr20	51594954	51595388	1	4	0	0	0	1
chr20	51650801	51651070	1	4	0	0	0	1
chr20	51750193	51750441	1	4	0	0	0	1
chr20	52033542	52033795	1	4	0	0	0	1
chr20	52362949	52363262	1	4	0	0	0	1
chr20	52576184	52576455	1	3	0	0	1	0
chr20	52594644	52594900	1	4	0	0	0	1
chr20	52641277	52641525	1	4	0	0	0	1
chr20	52716163	52716598	1	4	0	0	0	1
chr20	52719903	52720247	1	3	0	0	1	0
chr20	53116633	53117005	1	4	0	0	0	1
chr20	53337115	53337215	1	4	0	0	0	1
chr20	53337215	53337970	2	3,4	0	0	1	1
chr20	53337970	53338195	1	4	0	0	0	1
chr20	53378638	53379258	1	4	0	0	0	1
chr20	53379258	53379594	2	3,4	0	0	1	1
chr20	53379594	53379653	1	4	0	0	0	1
chr20	53381353	53381646	1	4	0	0	0	1
chr20	53413457	53413708	1	4	0	0	0	1
chr20	53432130	53432492	1	4	0	0	0	1
chr20	53827219	53827488	1	3	0	0	1	0
chr20	53829260	53829806	1	4	0	0	0	1
chr20	54054298	54054710	1	4	0	0	0	1
chr20	54054710	54055055	2	3,4	0	0	1	1
chr20	54055055	54055380	1	4	0	0	0	1
chr20	54113576	54113903	1	4	0	0	0	1
chr20	54149278	54149557	1	3	0	0	1	0
chr20	54420076	54420430	1	4	0	0	0	1
chr20	54460524	54461036	1	4	0	0	0	1
chr20	54574799	54575067	1	4	0	0	0	1
chr20	54585105	54585838	1	4	0	0	0	1
chr20	54624070	54624399	1	4	0	0	0	1
chr20	54629895	54630376	1	4	0	0	0	1
chr20	54646548	54646961	1	4	0	0	0	1
chr20	54854605	54854928	1	4	0	0	0	1
chr20	54966391	54966656	1	4	0	0	0	1
chr20	55062893	55063330	1	4	0	0	0	1
chr20	55241089	55241336	1	4	0	0	0	1
chr20	55456215	55456998	1	4	0	0	0	1
chr20	55496465	55496769	1	4	0	0	0	1
chr20	55516056	55516328	1	4	0	0	0	1
chr20	55838955	55839290	1	4	0	0	0	1
chr20	56057386	56057674	1	4	0	0	0	1
chr20	56086495	56086815	1	4	0	0	0	1
chr20	56091831	56092487	1	4	0	0	0	1
chr20	56111781	56112064	1	3	0	0	1	0
chr20	56116373	56116650	1	4	0	0	0	1
chr20	56193304	56193581	1	4	0	0	0	1
chr20	56261630	56261967	1	4	0	0	0	1
chr20	56606520	56607185	1	4	0	0	0	1
chr20	57113825	57114165	1	4	0	0	0	1
chr20	57643999	57644321	1	3	0	0	1	0
chr20	58100453	58100730	1	3	0	0	1	0
chr20	58131644	58131891	1	4	0	0	0	1
chr20	58192386	58192644	1	4	0	0	0	1
chr20	58222991	58223248	1	4	0	0	0	1
chr20	59016706	59017090	1	4	0	0	0	1
chr20	59525307	59525801	1	4	0	0	0	1
chr20	59544833	59545141	1	4	0	0	0	1
chr20	59686197	59686590	1	4	0	0	0	1
chr20	59759084	59759395	1	3	0	0	1	0
chr20	59988115	59988364	1	4	0	0	0	1
chr20	59988364	59988633	2	3,4	0	0	1	1
chr20	59988633	59988644	1	4	0	0	0	1
chr20	60036399	60037598	1	4	0	0	0	1
chr20	60140564	60140760	1	1	1	0	0	0
chr20	60397711	60398107	1	4	0	0	0	1
chr20	60451390	60451651	1	4	0	0	0	1
chr20	60769056	60769321	1	3	0	0	1	0
chr20	60769708	60770021	1	4	0	0	0	1
chr20	60906551	60906869	1	4	0	0	0	1
chr20	60924483	60924749	1	4	0	0	0	1
chr20	61173680	61174003	1	3	0	0	1	0
chr20	61200348	61200647	1	4	0	0	0	1
chr20	61369505	61369756	1	4	0	0	0	1
chr20	61422481	61422510	1	3	0	0	1	0
chr20	61422510	61422807	2	3,4	0	0	1	1
chr20	61422807	61423117	1	4	0	0	0	1
chr20	61424063	61424380	1	3	0	0	1	0
chr20	61727991	61728311	1	4	0	0	0	1
chr20	61753300	61753825	1	4	0	0	0	1
chr20	61790928	61791179	1	4	0	0	0	1
chr20	61821634	61822344	1	4	0	0	0	1
chr20	62349921	62350416	1	4	0	0	0	1
chr20	62773053	62773404	1	4	0	0	0	1
chr20	63457506	63457945	1	4	0	0	0	1
chr20	64069922	64070275	1	4	0	0	0	1
chr21	5357881	5357950	1	3	0	0	1	0
chr21	5357950	5358318	2	3,4	0	0	1	1
chr21	5358318	5358359	1	3	0	0	1	0
chr21	7916079	7916514	1	4	0	0	0	1
chr21	7918557	7918937	1	3	0	0	1	0
chr21	7921010	7921693	1	4	0	0	0	1
chr21	7922624	7922981	1	3	0	0	1	0
chr21	7925441	7925759	1	4	0	0	0	1
chr21	7925862	7926327	1	3	0	0	1	0
chr21	7936272	7936886	1	4	0	0	0	1
chr21	7941403	7942033	1	3	0	0	1	0
chr21	7942033	7942226	2	3,4	0	0	1	1
chr21	7942226	7942524	1	4	0	0	0	1
chr21	7949397	7949988	1	4	0	0	0	1
chr21	7950599	7950916	1	3	0	0	1	0
chr21	7951600	7951984	1	3	0	0	1	0
chr21	7953237	7953840	1	3	0	0	1	0
chr21	8219773	8220129	1	3	0	0	1	0
chr21	8234247	8234275	1	3	0	0	1	0
chr21	8234275	8234698	2	3,4	0	0	1	1
chr21	8234698	8234710	1	3	0	0	1	0
chr21	8992029	8992372	1	4	0	0	0	1
chr21	8992704	8992979	1	4	0	0	0	1
chr21	8993229	8993528	1	4	0	0	0	1
chr21	9762987	9763362	1	4	0	0	0	1
chr21	10416432	10416751	1	4	0	0	0	1
chr21	10463081	10463338	1	4	0	0	0	1
chr21	10598977	10599242	1	4	0	0	0	1
chr21	10657013	10657021	1	3	0	0	1	0
chr21	10657021	10657281	2	3,4	0	0	1	1
chr21	10657281	10657480	1	3	0	0	1	0
chr21	10661951	10662209	1	4	0	0	0	1
chr21	10672607	10672899	1	4	0	0	0	1
chr21	10677117	10677292	1	4	0	0	0	1
chr21	10677292	10677368	2	3,4	0	0	1	1
chr21	10677368	10677738	1	3	0	0	1	0
chr21	10685749	10686504	1	4	0	0	0	1
chr21	10686504	10687076	2	3,4	0	0	1	1
chr21	10687076	10687118	1	4	0	0	0	1
chr21	10687714	10688086	1	3	0	0	1	0
chr21	10689507	10689806	1	4	0	0	0	1
chr21	10690806	10691353	1	4	0	0	0	1
chr21	10693598	10694028	1	4	0	0	0	1
chr21	10695929	10696408	1	4	0	0	0	1
chr21	10697458	10697861	1	4	0	0	0	1
chr21	10704158	10704473	1	4	0	0	0	1
chr21	10704473	10704679	2	3,4	0	0	1	1
chr21	10704679	10704958	1	3	0	0	1	0
chr21	10711459	10712358	1	4	0	0	0	1
chr21	10724804	10725056	1	4	0	0	0	1
chr21	10727607	10727645	1	4	0	0	0	1
chr21	10727645	10727915	2	3,4	0	0	1	1
chr21	10727915	10727919	1	3	0	0	1	0
chr21	10733602	10733851	1	4	0	0	0	1
chr21	10735975	10736323	1	4	0	0	0	1
chr21	10737511	10737942	1	4	0	0	0	1
chr21	10738521	10738882	1	4	0	0	0	1
chr21	10755397	10755740	1	3	0	0	1	0
chr21	14097993	14098486	1	4	0	0	0	1
chr21	14134913	14135189	1	3	0	0	1	0
chr21	14338382	14338712	1	4	0	0	0	1
chr21	14423379	14423655	1	4	0	0	0	1
chr21	14610443	14610742	1	4	0	0	0	1
chr21	14840659	14841054	1	4	0	0	0	1
chr21	14864251	14864636	1	4	0	0	0	1
chr21	14982198	14982510	1	4	0	0	0	1
chr21	14991822	14992137	1	4	0	0	0	1
chr21	15129419	15129719	1	4	0	0	0	1
chr21	15223968	15224167	1	3	0	0	1	0
chr21	15224167	15224414	2	3,4	0	0	1	1
chr21	15224414	15224427	1	4	0	0	0	1
chr21	15498495	15499049	1	4	0	0	0	1
chr21	15677921	15678317	1	4	0	0	0	1
chr21	15706677	15707049	1	4	0	0	0	1
chr21	15906558	15906902	2	3,4	0	0	1	1
chr21	16019117	16019367	1	4	0	0	0	1
chr21	16491759	16492107	1	3	0	0	1	0
chr21	16551584	16551882	1	3	0	0	1	0
chr21	16563662	16564005	1	4	0	0	0	1
chr21	16607667	16607920	1	4	0	0	0	1
chr21	16717699	16718112	1	4	0	0	0	1
chr21	16941988	16942289	1	4	0	0	0	1
chr21	17032333	17032688	1	4	0	0	0	1
chr21	17071798	17072349	1	4	0	0	0	1
chr21	17349386	17349646	1	4	0	0	0	1
chr21	17445665	17445938	1	3	0	0	1	0
chr21	17467079	17467823	1	4	0	0	0	1
chr21	17560218	17560520	1	3	0	0	1	0
chr21	17668803	17669051	1	4	0	0	0	1
chr21	17802494	17802796	1	4	0	0	0	1
chr21	17848106	17848434	1	4	0	0	0	1
chr21	17960766	17961197	1	4	0	0	0	1
chr21	18016975	18017294	1	3	0	0	1	0
chr21	18089413	18089770	1	4	0	0	0	1
chr21	18099966	18100291	1	4	0	0	0	1
chr21	18131554	18132040	1	4	0	0	0	1
chr21	18501230	18501883	1	4	0	0	0	1
chr21	18539285	18539597	1	4	0	0	0	1
chr21	18576340	18576693	1	4	0	0	0	1
chr21	18752369	18752631	1	4	0	0	0	1
chr21	18807223	18807480	1	4	0	0	0	1
chr21	19089802	19090241	1	3	0	0	1	0
chr21	20334684	20335102	1	4	0	0	0	1
chr21	20560932	20561182	1	4	0	0	0	1
chr21	21345147	21345465	1	3	0	0	1	0
chr21	21767238	21767512	1	4	0	0	0	1
chr21	22542020	22542278	1	4	0	0	0	1
chr21	22570037	22570324	1	3	0	0	1	0
chr21	22770815	22771062	1	4	0	0	0	1
chr21	22876857	22877148	1	4	0	0	0	1
chr21	22898641	22898927	1	4	0	0	0	1
chr21	23077767	23078034	1	4	0	0	0	1
chr21	23483677	23483928	1	4	0	0	0	1
chr21	23692959	23693237	1	4	0	0	0	1
chr21	23971466	23971764	1	3	0	0	1	0
chr21	23973802	23974106	1	4	0	0	0	1
chr21	24195759	24196008	1	4	0	0	0	1
chr21	24415134	24415429	1	4	0	0	0	1
chr21	24644807	24645120	1	4	0	0	0	1
chr21	24895782	24896093	1	3	0	0	1	0
chr21	25050603	25050954	1	4	0	0	0	1
chr21	25878484	25878836	1	4	0	0	0	1
chr21	26366609	26366873	1	3	0	0	1	0
chr21	26389091	26389405	1	4	0	0	0	1
chr21	26428694	26429544	1	3	0	0	1	0
chr21	26438405	26438693	1	4	0	0	0	1
chr21	26469722	26470062	1	4	0	0	0	1
chr21	26658185	26658458	1	4	0	0	0	1
chr21	26737442	26737811	1	4	0	0	0	1
chr21	26898450	26898775	1	4	0	0	0	1
chr21	27029543	27029881	1	3	0	0	1	0
chr21	27334737	27335016	1	4	0	0	0	1
chr21	27558319	27558606	1	3	0	0	1	0
chr21	27564473	27565089	1	4	0	0	0	1
chr21	27571636	27572546	1	4	0	0	0	1
chr21	27572546	27573242	2	3,4	0	0	1	1
chr21	27573242	27573397	1	4	0	0	0	1
chr21	27721512	27721690	1	4	0	0	0	1
chr21	27721690	27722500	2	3,4	0	0	1	1
chr21	27722500	27722732	1	4	0	0	0	1
chr21	27788795	27789075	1	3	0	0	1	0
chr21	27829279	27829561	1	4	0	0	0	1
chr21	28135515	28136091	2	3,4	0	0	1	1
chr21	28136091	28136190	1	4	0	0	0	1
chr21	28151003	28151290	1	3	0	0	1	0
chr21	28160151	28160537	1	4	0	0	0	1
chr21	28160537	28160739	2	1,4	1	0	0	1
chr21	28160739	28160838	1	4	0	0	0	1
chr21	28272831	28273090	1	4	0	0	0	1
chr21	28280839	28281213	1	3	0	0	1	0
chr21	28393013	28393096	1	4	0	0	0	1
chr21	28393096	28393375	2	3,4	0	0	1	1
chr21	28393375	28393867	1	4	0	0	0	1
chr21	28589259	28589586	1	4	0	0	0	1
chr21	28602012	28602294	1	4	0	0	0	1
chr21	28653018	28653308	1	3	0	0	1	0
chr21	28846840	28847126	1	3	0	0	1	0
chr21	29050237	29050734	1	4	0	0	0	1
chr21	29123484	29123744	1	4	0	0	0	1
chr21	29130345	29130687	1	4	0	0	0	1
chr21	29513811	29514104	1	4	0	0	0	1
chr21	29597462	29597660	1	2	0	1	0	0
chr21	29738923	29739170	1	4	0	0	0	1
chr21	29811886	29812163	1	4	0	0	0	1
chr21	29875145	29875461	1	4	0	0	0	1
chr21	29987027	29987280	1	4	0	0	0	1
chr21	30139755	30140101	1	4	0	0	0	1
chr21	30151950	30152232	1	4	0	0	0	1
chr21	30178187	30178439	1	4	0	0	0	1
chr21	30518189	30518462	1	4	0	0	0	1
chr21	30780895	30781149	1	4	0	0	0	1
chr21	31185853	31186112	1	4	0	0	0	1
chr21	31281438	31281749	1	3	0	0	1	0
chr21	31514611	31515058	1	4	0	0	0	1
chr21	31781666	31782393	1	4	0	0	0	1
chr21	31822131	31822387	1	4	0	0	0	1
chr21	32256826	32257161	1	4	0	0	0	1
chr21	32456619	32456912	1	4	0	0	0	1
chr21	32489383	32489826	1	4	0	0	0	1
chr21	32524346	32524620	1	4	0	0	0	1
chr21	33078902	33079521	1	4	0	0	0	1
chr21	33383094	33383551	1	4	0	0	0	1
chr21	33864263	33864537	1	3	0	0	1	0
chr21	33947546	33947772	1	4	0	0	0	1
chr21	33947772	33948207	2	3,4	0	0	1	1
chr21	33948207	33948613	1	4	0	0	0	1
chr21	33968304	33968729	1	4	0	0	0	1
chr21	33971533	33971803	1	4	0	0	0	1
chr21	34186172	34186582	1	4	0	0	0	1
chr21	34644883	34645382	1	4	0	0	0	1
chr21	35159919	35160180	1	4	0	0	0	1
chr21	35217415	35217554	1	4	0	0	0	1
chr21	35217554	35218191	2	3,4	0	0	1	1
chr21	35218191	35218519	1	4	0	0	0	1
chr21	35232317	35232346	1	4	0	0	0	1
chr21	35232346	35232666	2	3,4	0	0	1	1
chr21	35232666	35233011	1	4	0	0	0	1
chr21	35313151	35313423	1	4	0	0	0	1
chr21	35578129	35578317	1	4	0	0	0	1
chr21	35578317	35578744	2	3,4	0	0	1	1
chr21	35578744	35578755	1	3	0	0	1	0
chr21	35664583	35665036	1	4	0	0	0	1
chr21	35730687	35730972	1	4	0	0	0	1
chr21	35911421	35911688	1	4	0	0	0	1
chr21	35982524	35982776	1	4	0	0	0	1
chr21	35984580	35985553	1	4	0	0	0	1
chr21	36419884	36420476	1	4	0	0	0	1
chr21	36429910	36429930	1	4	0	0	0	1
chr21	36429930	36430234	2	3,4	0	0	1	1
chr21	36430234	36430452	1	4	0	0	0	1
chr21	36453850	36454644	1	4	0	0	0	1
chr21	36461961	36462626	1	4	0	0	0	1
chr21	36788030	36788375	1	4	0	0	0	1
chr21	36803922	36804228	2	3,4	0	0	1	1
chr21	36804228	36804252	1	3	0	0	1	0
chr21	36806283	36806550	1	4	0	0	0	1
chr21	36807388	36807409	1	3	0	0	1	0
chr21	36807409	36807829	2	3,4	0	0	1	1
chr21	36807829	36808199	1	4	0	0	0	1
chr21	37176651	37177371	1	4	0	0	0	1
chr21	37267226	37267505	1	4	0	0	0	1
chr21	37380428	37380902	1	4	0	0	0	1
chr21	37517569	37517878	1	4	0	0	0	1
chr21	37533059	37533806	1	4	0	0	0	1
chr21	37700933	37701315	1	4	0	0	0	1
chr21	37935976	37936420	1	4	0	0	0	1
chr21	37937004	37937381	1	4	0	0	0	1
chr21	37973731	37974292	1	4	0	0	0	1
chr21	38042179	38042429	1	4	0	0	0	1
chr21	38171576	38171899	1	4	0	0	0	1
chr21	38291597	38292290	1	4	0	0	0	1
chr21	38293168	38293490	1	4	0	0	0	1
chr21	38303212	38303786	1	4	0	0	0	1
